absolute,0.36363636363636365
accessible,0.3076923076923077
accountsavailable,0.2
admissible,0.3076923076923077
adsl,0.5714285714285714
advisable,0.3333333333333333
andconsultin,0.26666666666666666
appraisal,0.3333333333333333
aquaculture,0.2857142857142857
aristotle,0.3333333333333333
assembly,0.36363636363636365
astronomical,0.26666666666666666
australia,0.3333333333333333
australian,0.3076923076923077
baseball,0.36363636363636365
baseballer,0.3076923076923077
baseballs,0.3333333333333333
basetostealer,0.25
basically,0.3333333333333333
basil,0.5
basketball,0.3076923076923077
bastille,0.36363636363636365
beardsley,0.3333333333333333
bestqualified,0.375
bisque,0.4444444444444444
bisquick,0.36363636363636365
bschool,0.4
bschools,0.36363636363636365
bsnl,0.5714285714285714
cashless,0.36363636363636365
casserole,0.3333333333333333
castle,0.4444444444444444
casualty,0.36363636363636365
cerebrovascular,0.2222222222222222
cholesterol,0.2857142857142857
classical,0.3333333333333333
closely,0.4
coastline,0.3333333333333333
coleslaw,0.36363636363636365
congressional,0.25
consequences,0.26666666666666666
consequently,0.4
consolidate,0.2857142857142857
consolidated,0.26666666666666666
consolidating,0.25
consolidation,0.25
consulate,0.3333333333333333
consult,0.4
consultancy,0.2857142857142857
consultant,0.3076923076923077
consultation,0.26666666666666666
consulting,0.3076923076923077
costly,0.4444444444444444
counsel,0.4
counseling,0.3076923076923077
counselling,0.2857142857142857
counsellor,0.3076923076923077
counsellors,0.2857142857142857
counselor,0.3333333333333333
counselors,0.3076923076923077
couselling,0.3076923076923077
crossstalk,0.3076923076923077
dastardly,0.3333333333333333
desperately,0.2857142857142857
disabilities,0.26666666666666666
disability,0.3076923076923077
disable,0.4
disabled,0.36363636363636365
disablement,0.2857142857142857
discipline,0.3076923076923077
disclose,0.36363636363636365
dismantled,0.3076923076923077
dismissals,0.3076923076923077
displayed,0.3333333333333333
disposal,0.36363636363636365
distantly,0.3333333333333333
electronicsandtelecommunication,0.11764705882352941
electrophysiology,0.2
equal,0.5
equaled,0.4
equality,0.36363636363636365
equavilent,0.3076923076923077
equivalent,0.3076923076923077
erroneously,0.2857142857142857
especially,0.3076923076923077
essential,0.3333333333333333
establish,0.3333333333333333
established,0.2857142857142857
establishment,0.25
establishments,0.23529411764705882
exclusively,0.2857142857142857
feasible,0.36363636363636365
festivalloan,0.26666666666666666
firstly,0.4
fiscal,0.4444444444444444
fishtail,0.36363636363636365
foreseeable,0.2857142857142857
frequently,0.3076923076923077
herself,0.4
himself,0.4
historical,0.3076923076923077
homeschooled,0.26666666666666666
hosel,0.5
hospital,0.36363636363636365
hospitalisation,0.2222222222222222
hospitalised,0.26666666666666666
hospitality,0.2857142857142857
hospitalization,0.2222222222222222
hospitals,0.3333333333333333
hostel,0.4444444444444444
household,0.3333333333333333
householder,0.2857142857142857
housingloan,0.2857142857142857
housingloans,0.26666666666666666
impossibility,0.25
impossible,0.3076923076923077
industrial,0.3076923076923077
instability,0.2857142857142857
instabilitystates,0.2
install,0.4
installed,0.3333333333333333
installment,0.2857142857142857
installments,0.26666666666666666
instalments,0.2857142857142857
institutional,0.25
instructional,0.25
investmentlink,0.23529411764705882
islamic,0.4
island,0.4444444444444444
islands,0.4
israel,0.4444444444444444
itself,0.4444444444444444
keplerwessels,0.25
kieselsol,0.3333333333333333
legislation,0.2857142857142857
lifestyle,0.3333333333333333
marseille,0.3333333333333333
marshal,0.4
masala,0.4444444444444444
mesquite,0.36363636363636365
miserably,0.3333333333333333
misplace,0.36363636363636365
misplaced,0.3333333333333333
misspell,0.36363636363636365
mosque,0.4444444444444444
mosquito,0.36363636363636365
mosquitos,0.3333333333333333
mostaccioli,0.2857142857142857
muscle,0.4444444444444444
musical,0.4
muslim,0.4444444444444444
myself,0.4444444444444444
mysql,0.75
nasal,0.5
nestlays,0.36363636363636365
nestle,0.4444444444444444
newsletter,0.3076923076923077
nhospitality,0.26666666666666666
nsdl,0.5714285714285714
obstacle,0.36363636363636365
organisational,0.23529411764705882
ourselves,0.3333333333333333
pennsylvania,0.26666666666666666
pennywhistle,0.26666666666666666
pensacola,0.3333333333333333
permissible,0.2857142857142857
personal,0.36363636363636365
personality,0.2857142857142857
personalloan,0.26666666666666666
personalty,0.3076923076923077
personnel,0.3333333333333333
physical,0.36363636363636365
plasticulture,0.25
pleasehelp,0.3076923076923077
possibile,0.3333333333333333
possibilities,0.25
possibility,0.2857142857142857
possible,0.36363636363636365
posthospitalisation,0.18181818181818182
posttoworld,0.2857142857142857
postulates,0.3076923076923077
precisely,0.3333333333333333
prehospitalisation,0.19047619047619047
presently,0.3333333333333333
presidential,0.26666666666666666
previously,0.3076923076923077
professional,0.26666666666666666
professionals,0.25
professsional,0.25
proposal,0.36363636363636365
provisional,0.2857142857142857
psalm,0.5
psychoanalysis,0.23529411764705882
psychoanalytic,0.23529411764705882
psychologist,0.26666666666666666
psychologists,0.25
psychology,0.3076923076923077
psychololgy,0.2857142857142857
psychosexual,0.26666666666666666
quesadilla,0.3076923076923077
quesadillas,0.2857142857142857
rasagulla,0.3333333333333333
rasmalai,0.36363636363636365
reasonable,0.3076923076923077
reconsolidate,0.25
reimbursable,0.26666666666666666
reschedule,0.3076923076923077
rescheduled,0.2857142857142857
resell,0.4444444444444444
reseller,0.36363636363636365
resellers,0.3333333333333333
residential,0.2857142857142857
resolution,0.3076923076923077
resolve,0.4
